0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
111,0.9669,0.7167,0.5618,0.7035,0.608,0.767,0.1315,0.7679,0.2326,0.682,0.9039,0.7465,0.6889,0.6079,0.7171,0.329,0.515,0.3636,0.4772,0.6771,0.6869,0.341,0.7581,0.3044,0.4251,0.4958,0.7207,0.3921,0.7621,0.3202,0.4559,0.2949,0.3528,0.8631,0.5001,0.235,1.024,0.8161,0.3636,0.3178,0.6502,0.3225,0.482,0.5108,0.0918,0.7983,0.6854,0.7724,0.779,0.8184,0.5053,0.6335,0.2651,0.5775,0.2485,0.5489,0.3083,0.7573,0.4039,0.4702,0.3454,0.1991,0.2506,0.3132,0.5104,0.6986,0.3357,0.6306,0.4965,0.5514,0.6388,0.3635,0.7053,0.8137,0.9263,0.3678,0.2642,0.4786,0.5037,0.0277,0.9501,0.9904,0.4881,1.0206,0.8582,0.8668,0.8779,0.4808,0.7373,0.0104,0.4373,0.9638,0.8489,0.4709,0.4429,0.7576,0.2522,0.6673,0.2608,0.5341,0.8539,0.9041,0.752,0.4029,0.4909,0.8773,0.2997,0.73,0.7211,0.2746,0,0.2267,0.6865,0.7795,0.6817,0.7299,0.9638,0.5374,0.2926,0.2636,0.4607,0.2161,0.3791,0.943
112,1.1597,0.512,0.5182,0.9294,0.6982,0.5465,0.3552,0.9201,0.45,0.9082,1.1259,0.5845,0.8979,0.8129,0.9437,0.5352,0.7381,0.5162,0.2531,0.9038,0.4759,0.1778,0.5969,0.2853,0.5577,0.7225,0.5787,0.3721,0.9886,0.5235,0.2474,0.3016,0.4696,0.6831,0.2803,0.4496,1.2503,1.0401,0.4924,0.2885,0.8664,0.5388,0.7001,0.4118,0.3148,0.9503,0.809,0.6606,0.9626,0.5936,0.7272,0.53,0.0668,0.7918,0.1559,0.7245,0.5348,0.9806,0.5439,0.2631,0.1747,0.3407,0.0583,0.2839,0.3801,0.4876,0.3526,0.8459,0.4598,0.4206,0.781,0.242,0.5258,0.5872,0.6997,0.4867,0.4841,0.3842,0.7303,0.2208,0.7234,1.2165,0.7147,1.1796,1.0021,0.6549,0.7003,0.6956,0.9638,0.2179,0.6556,0.8188,0.7132,0.6886,0.6657,0.9492,0.4774,0.8031,0.4518,0.4255,0.6273,0.6909,0.5269,0.3501,0.3945,0.664,0.5162,0.5508,0.5608,0.5012,0.2267,0,0.9107,0.9842,0.588,0.5032,1.1887,0.5983,0.3293,0.371,0.6683,0.3625,0.5988,1.105
113,0.6836,1.3521,0.9795,0.1871,0.884,1.4534,0.5558,0.7698,0.4633,0.1698,0.3798,1.3105,0.4258,0.4421,0.1416,0.4009,0.1734,0.6556,1.1527,0.1059,1.3339,1.0157,1.3194,0.8291,0.5709,0.2137,1.2561,0.9536,0.1752,0.4162,1.1134,0.8742,0.7361,1.446,1.1866,0.5158,0.3481,0.1296,0.7123,0.9187,0.1265,0.379,0.2249,1.119,0.5962,0.7873,0.8296,1.247,0.6296,1.4901,0.3059,1.1255,0.9513,0.366,0.8731,0.5927,0.3921,0.2732,0.5544,1.125,1.0223,0.6256,0.9229,0.843,1.0719,1.3451,0.7917,0.1422,1.0408,1.1826,0.7471,1.0158,1.3019,1.4921,1.6052,0.7342,0.4279,1.0041,0.201,0.6989,1.63,0.3137,0.2105,0.8974,0.854,1.5085,1.4555,0.3807,0.1695,0.6962,0.371,1.4716,1.3539,0.2366,0.3276,0.573,0.4343,0.7811,0.4938,1.0607,1.5366,1.5473,1.4256,0.9938,1.1004,1.5213,0.4003,1.3235,1.2858,0.4225,0.6865,0.9107,0,0.4935,1.1452,1.4109,0.375,0.9123,0.8421,0.6555,0.4357,0.6092,0.316,0.8309
114,0.2103,1.493,1.2688,0.3083,0.5775,1.4526,0.6916,0.3344,0.6623,0.3236,0.2632,1.5212,0.0966,0.1718,0.3594,0.6818,0.518,0.5038,1.2337,0.3876,1.4595,1.0059,1.5324,1.0456,0.9181,0.4227,1.4875,0.8299,0.349,0.6954,1.2289,0.7936,0.5854,1.6418,1.2083,0.5448,0.5615,0.5311,0.5541,0.8409,0.6055,0.6317,0.5808,0.9978,0.7216,0.3397,0.4583,1.5181,0.1591,1.5672,0.3169,1.3816,0.9933,0.2158,1.0257,0.3034,0.5195,0.2361,0.8937,1.244,1.0165,0.8461,1.0227,1.0579,1.2797,1.4712,1.0411,0.612,0.8773,1.0765,0.3896,0.9684,1.4844,1.5501,1.6576,0.5726,0.6339,1.2336,0.4301,0.7737,1.6781,0.5455,0.4455,0.4046,0.3947,1.6389,1.6561,0.3062,0.339,0.7847,0.356,1.7266,1.6086,0.5858,0.3732,0.1061,0.6015,0.4106,0.7465,1.2921,1.576,1.6751,1.5001,0.8843,0.9843,1.6482,0.639,1.509,1.4957,0.547,0.7795,0.9842,0.4935,0,1.4191,1.4628,0.3637,0.6628,0.7512,0.9072,0.3188,0.8409,0.5895,0.3415
115,1.621,0.4254,0.1665,1.2506,1.2711,0.8113,0.7332,1.4492,0.7587,1.2252,1.4747,0.2394,1.3231,1.2541,1.2406,0.7654,0.9918,1.0449,0.5263,1.1914,0.4549,0.7347,0.2404,0.3808,0.5788,1.0393,0.1604,0.9599,1.2881,0.7498,0.4425,0.887,1.0241,0.3661,0.6706,0.8927,1.4833,1.255,1.0397,0.8765,1.0442,0.8068,0.9271,0.973,0.7098,1.4796,1.3638,0.1021,1.4467,0.6482,1.1093,0.0613,0.6384,1.2041,0.4532,1.2257,0.9001,1.3285,0.5923,0.433,0.7259,0.573,0.5298,0.3703,0.2165,0.4584,0.3781,1.0221,1.0437,0.955,1.3203,0.812,0.3003,0.6936,0.7748,1.0403,0.7898,0.2076,1.0394,0.7002,0.8004,1.4496,1.0208,1.6996,1.5399,0.5407,0.3656,1.1133,1.2685,0.6815,1.0631,0.3268,0.2112,0.9164,1.0486,1.4177,0.8183,1.3481,0.683,0.1628,0.7617,0.5729,0.6199,0.9344,0.959,0.5565,0.7934,0.3044,0.2267,0.8721,0.6817,0.588,1.1452,1.4191,0,0.6668,1.5048,1.1802,0.91,0.515,1.1106,0.5792,0.8637,1.6213
116,1.6204,0.2632,0.7263,1.432,1.0585,0.1554,0.8572,1.3375,0.9479,1.411,1.6239,0.4767,1.3826,1.2949,1.4469,1.0237,1.2377,0.9665,0.26,1.4069,0.2188,0.4606,0.4853,0.6494,0.9821,1.2257,0.5376,0.6888,1.4917,1.0104,0.3193,0.685,0.8964,0.4614,0.2568,0.9467,1.7528,1.5399,0.9258,0.6428,1.3581,1.0345,1.1953,0.5807,0.817,1.3656,1.1985,0.666,1.4168,0.1204,1.2263,0.614,0.4755,1.2835,0.5544,1.1797,1.038,1.4804,0.9772,0.3137,0.4493,0.8073,0.4883,0.6381,0.5016,0.2193,0.7177,1.3367,0.71,0.5147,1.1956,0.5141,0.3881,0.0873,0.1971,0.9123,0.983,0.5755,1.2334,0.7231,0.2203,1.7189,1.2176,1.594,1.404,0.2799,0.4814,1.1889,1.4668,0.7211,1.1524,0.6776,0.633,1.1836,1.166,1.4134,0.9796,1.2083,0.934,0.5604,0.1268,0.2961,0.0721,0.6356,0.58,0.2773,1.0123,0.3981,0.4717,1.0044,0.7299,0.5032,1.4109,1.4628,0.6668,0,1.69,0.9397,0.727,0.8089,1.1557,0.8277,1.0963,1.5265
117,0.453,1.6697,1.3412,0.2626,0.9277,1.7066,0.8449,0.6974,0.7743,0.2864,0.1005,1.6533,0.377,0.4563,0.2644,0.7419,0.513,0.7923,1.4409,0.3134,1.645,1.2548,1.6631,1.1655,0.9392,0.4788,1.6049,1.1251,0.2168,0.7576,1.4163,1.0683,0.8799,1.7852,1.4466,0.7444,0.2167,0.3138,0.8497,1.1163,0.4977,0.7061,0.5786,1.2971,0.8833,0.7006,0.8191,1.6069,0.5197,1.782,0.4649,1.4801,1.2153,0.4291,1.1857,0.6312,0.6572,0.2121,0.9207,1.4296,1.2637,0.9564,1.2137,1.1793,1.4104,1.6565,1.1385,0.5158,1.1901,1.3714,0.7461,1.2342,1.6348,1.7752,1.887,0.871,0.7387,1.3488,0.475,0.9679,1.91,0.2133,0.4931,0.7103,0.7501,1.8238,1.7964,0.5128,0.2372,0.9719,0.5416,1.829,1.7103,0.589,0.5241,0.4696,0.7268,0.7702,0.8302,1.4069,1.8113,1.8619,1.7155,1.1753,1.2811,1.8353,0.7233,1.6578,1.628,0.691,0.9638,1.1887,0.375,0.3637,1.5048,1.69,0,0.9992,1.0286,0.9991,0.5579,0.9435,0.6452,0.6678
118,0.7514,1.0646,1.0848,0.8095,0.1199,0.8806,0.5775,0.4225,0.6512,0.8024,0.9049,1.1766,0.623,0.5436,0.8524,0.749,0.7949,0.2639,0.7806,0.8402,1.0179,0.5051,1.1891,0.8265,0.9336,0.7061,1.1763,0.254,0.8779,0.7503,0.8191,0.2973,0.2058,1.2607,0.6922,0.4643,1.1548,1.0209,0.2161,0.3209,0.951,0.709,0.8091,0.3785,0.5682,0.4464,0.2679,1.2577,0.5531,1.0581,0.6095,1.1243,0.5625,0.5868,0.7278,0.3681,0.5846,0.8032,0.9088,0.835,0.517,0.7273,0.656,0.8321,0.9778,1.0285,0.8693,0.9407,0.2429,0.4583,0.2927,0.4343,1.1089,1.0234,1.1156,0.1984,0.657,0.9729,0.7201,0.5114,1.1306,1.1284,0.7174,0.6652,0.4723,1.1796,1.2795,0.536,0.8543,0.5327,0.5414,1.4142,1.311,0.8033,0.586,0.5749,0.6133,0.2913,0.7328,1.0197,1.029,1.2089,0.9959,0.3046,0.3719,1.184,0.6941,1.1333,1.154,0.5738,0.5374,0.5983,0.9123,0.6628,1.1802,0.9397,0.9992,0,0.2703,0.7969,0.4805,0.7399,0.7279,0.6052
119,0.8955,0.8145,0.8185,0.7936,0.3695,0.7023,0.3726,0.6151,0.4679,0.7787,0.9474,0.9115,0.6812,0.5922,0.8244,0.573,0.6906,0.2475,0.5321,0.7974,0.7709,0.2674,0.924,0.562,0.7141,0.629,0.908,0.1145,0.8612,0.5694,0.5595,0.0426,0.17,1.0023,0.4704,0.3283,1.1419,0.9661,0.2003,0.0898,0.8448,0.5461,0.6824,0.2774,0.3497,0.6441,0.4885,0.9874,0.691,0.8394,0.5755,0.854,0.2996,0.6005,0.4582,0.4565,0.4583,0.8174,0.6916,0.5755,0.2792,0.4914,0.3865,0.5666,0.7078,0.7821,0.6103,0.8294,0.2148,0.3456,0.4729,0.2181,0.8477,0.8139,0.9166,0.1855,0.4861,0.7028,0.6413,0.265,0.9354,1.111,0.6318,0.8743,0.6889,0.9411,1.0204,0.5171,0.8357,0.2855,0.4966,1.1475,1.0425,0.6737,0.5281,0.6914,0.4514,0.4896,0.5302,0.7493,0.8325,0.9733,0.7738,0.152,0.2592,0.9474,0.5262,0.8724,0.8884,0.4342,0.2926,0.3293,0.8421,0.7512,0.91,0.727,1.0286,0.2703,0,0.5558,0.4708,0.5076,0.5847,0.8038
120,1.1121,0.7051,0.3616,0.7405,0.8581,0.8898,0.2432,0.9742,0.245,0.7154,0.963,0.6562,0.8108,0.7459,0.7351,0.2578,0.4902,0.5935,0.5526,0.687,0.6932,0.5409,0.6656,0.1755,0.1868,0.5264,0.6058,0.651,0.7829,0.2421,0.4915,0.555,0.6029,0.7908,0.6355,0.4044,1.0026,0.7763,0.6078,0.572,0.5742,0.2942,0.4308,0.7508,0.2359,1.0038,0.9169,0.6159,0.9472,0.8673,0.5949,0.4837,0.4353,0.6916,0.2568,0.7412,0.3878,0.8156,0.1744,0.4996,0.5404,0.0721,0.3484,0.1893,0.4164,0.7038,0.1397,0.5518,0.7545,0.7773,0.859,0.5879,0.6468,0.8808,0.9919,0.6162,0.275,0.3503,0.5275,0.291,1.0182,0.9683,0.509,1.2123,1.0691,0.8616,0.8007,0.6034,0.7618,0.2703,0.5526,0.8332,0.7142,0.4192,0.5349,0.9133,0.3059,0.8911,0.1695,0.408,0.9352,0.9005,0.8075,0.6549,0.7314,0.8752,0.2793,0.6682,0.6313,0.362,0.2636,0.371,0.6555,0.9072,0.515,0.8089,0.9991,0.7969,0.5558,0,0.6066,0.0683,0.3539,1.1333
121,0.5115,1.175,0.9663,0.3343,0.4488,1.1579,0.3779,0.4004,0.3667,0.3244,0.4777,1.2036,0.2297,0.1474,0.3738,0.4149,0.3467,0.2391,0.9197,0.3597,1.1424,0.7062,1.2149,0.7329,0.6521,0.2435,1.1719,0.5684,0.4033,0.4252,0.9114,0.5107,0.3264,1.3232,0.9045,0.2261,0.6844,0.5406,0.2977,0.5589,0.4926,0.3626,0.384,0.7404,0.4053,0.4266,0.4116,1.208,0.341,1.2564,0.13,1.0702,0.6819,0.1305,0.7072,0.1753,0.2269,0.3473,0.626,0.9263,0.7159,0.5407,0.7049,0.7448,0.9631,1.1541,0.7347,0.487,0.6394,0.8138,0.3312,0.6792,1.1657,1.2425,1.352,0.3197,0.3451,0.9198,0.2573,0.4552,1.3735,0.6558,0.2606,0.6131,0.4964,1.322,1.3376,0.0555,0.3787,0.4659,0.079,1.4124,1.295,0.3829,0.1252,0.3074,0.3049,0.3672,0.4586,0.978,1.2725,1.3586,1.1893,0.6178,0.724,1.3317,0.3621,1.1903,1.1781,0.2465,0.4607,0.6683,0.4357,0.3188,1.1106,1.1557,0.5579,0.4805,0.4708,0.6066,0,0.5386,0.3425,0.5345
122,1.045,0.7436,0.4285,0.6832,0.7968,0.898,0.1765,0.9065,0.1795,0.6584,0.9038,0.7097,0.7446,0.6785,0.6806,0.2083,0.4399,0.529,0.5684,0.6334,0.7277,0.5224,0.7196,0.2223,0.2103,0.4675,0.6631,0.6081,0.7283,0.1931,0.5154,0.5109,0.5426,0.8422,0.6374,0.3368,0.9572,0.7331,0.5458,0.5323,0.5371,0.2376,0.3846,0.7193,0.1734,0.936,0.8515,0.6794,0.879,0.8939,0.5301,0.5454,0.4228,0.6255,0.274,0.6732,0.3214,0.7558,0.1908,0.5253,0.5235,0.0218,0.3504,0.2361,0.4671,0.7387,0.2014,0.515,0.7124,0.752,0.7924,0.5618,0.6943,0.9032,1.0155,0.5553,0.2113,0.4062,0.4696,0.2437,1.0414,0.9228,0.4512,1.144,1.0015,0.9003,0.8531,0.5363,0.7065,0.2243,0.4856,0.8942,0.7753,0.3728,0.4694,0.8455,0.2394,0.8248,0.1155,0.4647,0.9545,0.9391,0.8321,0.6168,0.6995,0.9133,0.2204,0.7166,0.6845,0.2947,0.2161,0.3625,0.6092,0.8409,0.5792,0.8277,0.9435,0.7399,0.5076,0.0683,0.5386,0,0.2996,1.0651
123,0.7997,1.0384,0.7031,0.3872,0.7392,1.1443,0.2478,0.7429,0.1489,0.3619,0.611,1.0087,0.4943,0.4497,0.3814,0.0985,0.143,0.4668,0.8375,0.3338,1.0189,0.7172,1.0184,0.5219,0.3287,0.1772,0.9597,0.6992,0.4292,0.114,0.7974,0.6088,0.526,1.1418,0.8773,0.2676,0.6626,0.444,0.5119,0.6481,0.2718,0.0633,0.1033,0.852,0.2873,0.7689,0.7395,0.9656,0.6655,1.1741,0.2746,0.8362,0.6435,0.3793,0.5575,0.5138,0.1439,0.4653,0.3046,0.8091,0.7226,0.314,0.608,0.5357,0.7667,1.0302,0.4935,0.253,0.7971,0.9068,0.6638,0.7281,0.9937,1.1768,1.2899,0.5306,0.1151,0.7038,0.176,0.3951,1.3148,0.6283,0.1575,0.9455,0.8388,1.1945,1.1525,0.3131,0.4079,0.3892,0.2665,1.1856,1.0668,0.0926,0.229,0.6207,0.1354,0.6997,0.1852,0.7618,1.2223,1.2332,1.1098,0.7301,0.8324,1.207,0.0844,1.0161,0.9836,0.1557,0.3791,0.5988,0.316,0.5895,0.8637,1.0963,0.6452,0.7279,0.5847,0.3539,0.3425,0.2996,0,0.8683
124,0.2314,1.6121,1.487,0.6485,0.4877,1.4813,0.8941,0.189,0.8994,0.6619,0.5723,1.6817,0.4071,0.4217,0.7001,0.948,0.8294,0.5898,1.3332,0.7253,1.5709,1.0706,1.6937,1.2405,1.1862,0.7251,1.6619,0.8412,0.6904,0.959,1.3503,0.8443,0.6399,1.7876,1.2715,0.7317,0.8808,0.8724,0.6142,0.8843,0.9366,0.8956,0.8851,0.9832,0.913,0.1611,0.3374,1.7144,0.2068,1.6413,0.6007,1.5755,1.0935,0.499,1.1878,0.3956,0.7614,0.5773,1.1602,1.3663,1.0825,1.0643,1.1547,1.251,1.4519,1.5823,1.2536,0.9406,0.8481,1.0634,0.3312,1.0124,1.6297,1.6125,1.7105,0.6231,0.8794,1.4211,0.7355,0.9281,1.7271,0.87,0.7476,0.079,0.1414,1.7438,1.8043,0.5554,0.6804,0.9447,0.6038,1.9055,1.7916,0.8876,0.6394,0.2602,0.8381,0.3192,0.9924,1.477,1.6246,1.7766,1.5764,0.8963,0.9756,1.7505,0.8963,1.6547,1.6568,0.7795,0.943,1.105,0.8309,0.3415,1.6213,1.5265,0.6678,0.6052,0.8038,1.1333,0.5345,1.0651,0.8683,0
